apartment_id,apartment_name,province,city_district,town,village,legal_dong_code,source_system,loaded_at_kst,profile_apartment_name,lot_address,road_address,sale_type,heating_type,management_type,hall_type,total_area_m2,management_area_m2,private_area_m2,building_count,household_count,households_under_60m2,households_60_to_85m2,households_85_to_135m2,households_over_135m2,approval_date,max_floor,basement_floor,construction_company,management_company,profile_available,profile_source_system,profile_loaded_at_kst,approval_year
A15208202,고척삼익1단지,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척삼익1단지,서울특별시 구로구 고척동 330 고척삼익1단지,서울특별시 구로구 중앙로15길 132-17,분양,개별난방,위탁관리,혼합식,33166.1,32380.36,20050.95,2,245,93,95,57,0,2001-09-25,19,0,삼익건설,한성재건축 주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A15208003,고척삼환로즈빌,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척삼환로즈빌,서울특별시 구로구 고척동 336 고척삼환로즈빌,서울특별시 구로구 경인로 343,분양,개별난방,위탁관리,계단식,86050.13,61717.57,48696.022,7,600,124,430,46,0,2004-12-10,24,2,삼환기업,장미아파트조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A15282810,고척서울가든,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척서울가든,서울특별시 구로구 고척동 141-1 고척서울가든,서울특별시 구로구 중앙로5길 62,분양,개별난방,위탁관리,혼합식,70913.0,67557.02,51167.61,5,715,78,351,286,0,1989-07-25,13,0,삼익건설산업(주),삼익건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1989
A10024846,고척성원,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척성원,서울특별시 구로구 고척동 322 고척성원,서울특별시 구로구 경인로47가길 10,분양,개별난방,자치관리(직영),복도식,8344.39,7007.9,5264.2,1,74,36,38,0,0,1996-12-27,10,10,성원 산업개발,신영연립 재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1996
A10021933,고척신원프라자,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척신원프라자,서울특별시 구로구 고척동 324- 고척신원프라자,서울특별시 구로구 중앙로1길 18-18,분양,개별난방,위탁관리,복도식,24390.0,11629.71,8170.11,1,123,67,56,0,0,1997-04-30,17,4,신원종합건설(주),(주)삼희산업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1997
A10023604,고척아이파크MD,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척아이파크MD,서울특별시 구로구 고척동 100-7 고척아이파크MD,,임대,개별난방,위탁관리,계단식,326213.4,155227.31,104499.69,6,1459,0,1459,0,0,2022-08-31,45,3,현대산업개발,(주)고청아이파크대한뉴스테이 위탁관리부동산투자회사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2022
A10023598,고척아이파크RD,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척아이파크RD,서울특별시 구로구 고척동 102-1 고척아이파크RD,서울특별시 구로구 중앙로5길 59,임대,개별난방,위탁관리,계단식,98021.1,68294.5,52645.67,5,746,0,746,0,0,2022-08-31,35,2,HDC현대산업개발,(주)고척아이파크뉴스테이위탁관리부동산투자회사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2022
A15208201,고척양우,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척양우,서울특별시 구로구 고척동 328 고척양우,서울특별시 구로구 고척로52길 9,분양,개별난방,위탁관리,혼합식,21192.36,15323.997,11581.02,1,165,86,79,0,0,2000-06-27,16,2,양우종합건설,"황실,건영 재건축조합",True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A15283702,고척우성꿈동산,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척우성꿈동산,서울특별시 구로구 고척동 321 고척우성꿈동산,서울특별시 구로구 경인로47다길 34-7,분양,개별난방,위탁관리,혼합식,29951.69,23430.07,16418.06,3,204,0,204,0,0,1996-02-17,13,2,우성건설,우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1996
A15282608,고척우성현대,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척우성현대,서울특별시 구로구 고척동 76-55 고척우성현대,서울특별시 구로구 중앙로1길 18-19,분양,중앙난방,위탁관리,복도식,44847.03,44272.25,31423.92,4,440,66,374,0,0,1987-11-19,11,0,"우성건설(1,2동), 현대산업개발(3,4동)",문교부 직장조합주택 외 4개 조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1987
A15208007,고척월드메르디앙,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척월드메르디앙,서울특별시 구로구 고척동 343 고척월드메르디앙,서울특별시 구로구 중앙로8길 11,분양,개별난방,위탁관리,계단식,27711.0,15289.2,15287.73,4,180,0,180,0,0,2011-07-27,20,3,(주)월드건설,(주)대한토지신탁,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2011
A15283709,고척청구아파트,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척청구아파트,서울특별시 구로구 고척동 326 고척청구아파트,서울특별시 구로구 중앙로6길 5-15,분양,지역난방,위탁관리,혼합식,61151.29,45549.48,34664.76,4,448,225,146,77,0,1999-06-07,22,3,(주)청구,(주)청구,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A15279401,고척청솔우성,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척청솔우성,서울특별시 구로구 고척동 329 고척청솔우성,서울특별시 구로구 중앙로 101,분양,개별난방,위탁관리,계단식,19967.76,12226.86,8999.67,2,118,39,79,0,0,2000-12-26,21,4,우성건설,우성,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A15279403,고척파크푸르지오,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척파크푸르지오,서울특별시 구로구 고척동 339 고척파크푸르지오,서울특별시 구로구 중앙로 121,분양,개별난방,위탁관리,계단식,101370.0,67351.92,52291.38,11,662,282,276,104,0,2009-05-26,12,2,대우푸르지오,푸르지오,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2009
A15208204,고척한일유앤아이,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척한일유앤아이,서울특별시 구로구 고척동 337 고척한일유앤아이,서울특별시 구로구 중앙로15길 151,분양,개별난방,위탁관리,계단식,54641.312,38950.805,31067.539,7,390,133,213,44,0,2005-12-29,23,2,한일건설,한일건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A15282403,고척한효,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,고척한효,서울특별시 구로구 고척동 52-332 고척한효,서울특별시 구로구 중앙로5길 24,분양,개별난방,자치관리,복도식,30277.47,29237.057,21753.78,3,290,0,1,289,0,1985-12-16,10,0,한효건설,한효건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1985
A15282405,산업인,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,산업인,서울특별시 구로구 고척동 57-9 산업인,서울특별시 구로구 경인로47다길 43,분양,개별난방,위탁관리,계단식,16660.24,15272.73,16663.92,10,342,330,0,12,0,1976-07-09,5,1,대한전척(주),대한전척(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1976
A15283704,삼익아파트2단지,서울특별시,구로구,고척동,,1153010600,K-APT,2026-07-19T10:00:33+09:00,삼익아파트2단지,서울특별시 구로구 고척동 331 삼익아파트2단지,서울특별시 구로구 중앙로15길 125,분양,개별난방,자치관리,혼합식,43625.0,42814.38,25668.72,4,298,98,106,94,0,2001-11-17,19,2,삼익건설,삼익건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A15283807,LG신도림자이,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,LG신도림자이,서울특별시 구로구 구로동 42 LG신도림자이,서울특별시 구로구 새말로18길 64,분양,개별난방,위탁관리,계단식,47514.89,34892.707,25400.798,3,299,0,299,0,0,2004-02-07,31,3,굿뉴스건설,GS건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A15284101,구로2차순영웰라이빌,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로2차순영웰라이빌,서울특별시 구로구 구로동 97-2 구로2차순영웰라이빌,서울특별시 구로구 가마산로 280,분양,개별난방,자치관리,복도식,23059.73,14977.512,10763.01,1,166,0,166,0,0,2005-06-15,23,5,순영종합건설(주),순영종합건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A15285004,구로극동,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로극동,서울특별시 구로구 구로동 314 구로극동,서울특별시 구로구 구로중앙로7길 28,분양,개별난방,위탁관리,복도식,51540.0,46389.562,36922.962,4,493,163,88,242,0,1984-12-08,11,1,극동건설,극동건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1984
A15283803,구로금호어울림,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로금호어울림,서울특별시 구로구 구로동 49 구로금호어울림,서울특별시 구로구 공원로 26,분양,개별난방,위탁관리,복도식,31964.55,16964.39,12014.3,1,166,83,83,0,0,1997-06-02,22,4,금호건설,금호건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1997
A15283806,구로다솜금호,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로다솜금호,서울특별시 구로구 구로동 43-4 구로다솜금호,서울특별시 구로구 새말로16길 70,분양,개별난방,위탁관리,혼합식,33914.14,29663.6,20593.51,1,285,143,142,0,0,1995-11-16,24,3,금호건설,금호건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1995
A15284302,구로대성스카이렉스,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로대성스카이렉스,서울특별시 구로구 구로동 107-1 구로대성스카이렉스,서울특별시 구로구 공원로 27,분양,개별난방,위탁관리,계단식,27171.47,16867.8,14281.2,2,160,0,120,40,0,2006-04-25,23,4,대성산업(주),공원빌라 재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A15205405,구로두산,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로두산,서울특별시 구로구 구로동 1265 구로두산,서울특별시 구로구 도림로 59,분양,개별난방,위탁관리,혼합식,111962.85,94114.58,65384.1,10,1285,1081,204,0,0,1998-11-30,25,3,두산건설,구로6구역재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A15205305,구로두산위브,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로두산위브,서울특별시 구로구 구로동 1278 구로두산위브,서울특별시 구로구 디지털로31길 85,분양,개별난방,위탁관리,혼합식,65641.99,41353.07,29536.66,9,660,620,40,0,0,2006-07-28,21,2,두산건설,두산건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A15205002,구로두산제2,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로두산제2,서울특별시 구로구 구로동 1266 구로두산제2,서울특별시 구로구 도림로 59,임대,개별난방,위탁관리,복도식,22171.0,17533.875,12199.2,1,442,442,0,0,0,1998-11-30,21,2,두산건설,두산건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A15284603,구로럭키,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로럭키,서울특별시 구로구 구로동 1257 구로럭키,서울특별시 구로구 도림로 107,분양,개별난방,위탁관리,복도식,39960.61,39674.82,29137.91,2,427,202,225,0,0,1992-06-25,15,1,럭키개발,구로4지구재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A15285503,구로보광,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로보광,서울특별시 구로구 구로동 440 구로보광,서울특별시 구로구 가마산로 231,분양,개별난방,자치관리,계단식,31557.8,31557.8,25359.0,9,340,0,105,235,0,1984-06-29,5,0,보광주택,보광주택,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1984
A15284906,구로삼성래미안,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로삼성래미안,서울특별시 구로구 구로동 256-1 구로삼성래미안,서울특별시 구로구 디지털로31길 90,분양,개별난방,위탁관리,혼합식,190134.23,128006.15,100565.408,16,1244,308,637,299,0,2004-05-29,25,2,삼성물산,삼성물산,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A15284305,구로새솔금호,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로새솔금호,서울특별시 구로구 구로동 108-2 구로새솔금호,서울특별시 구로구 공원로 35,분양,개별난방,위탁관리,혼합식,34951.84,27859.42,19641.46,1,272,138,134,0,0,1996-07-01,24,3,금호건설,삼성주택조합외 8개조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1996
A15284204,구로성호주상복합,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로성호주상복합,서울특별시 구로구 구로동 104-9 구로성호주상복합,서울특별시 구로구 가마산로 283,분양,개별난방,위탁관리,복도식,15520.0,13406.04,7694.85,1,206,206,0,0,0,2002-05-06,17,5,성호건설(주),성호건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A15205301,구로신성미소지움,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로신성미소지움,서울특별시 구로구 구로동 1274 구로신성미소지움,서울특별시 구로구 시흥대로161길 50,분양,개별난방,위탁관리,계단식,29580.56,23249.4,18892.95,4,240,30,210,0,0,2003-12-04,15,1,신성건설(주),남부아파트 재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A10022146,구로영화참마음아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로영화참마음아파트,서울특별시 구로구 구로동 1268- 구로영화참마음아파트,서울특별시 구로구 구일로8길 79,분양,개별난방,위탁관리,계단식,17280.0,10580.07,10580.07,1,125,0,125,0,0,2001-05-04,0,0,영화건설주식회사,영화건설주식회사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A10023471,구로오네뜨시티,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로오네뜨시티,서울특별시 구로구 구로동 103-6 구로오네뜨시티,서울특별시 구로구 가마산로 271,분양,개별난방,위탁관리,계단식,21151.0,7336.32,4211.36,1,208,208,0,0,0,2022-01-28,20,4,남해종합건설(주),(주)에이텐피에프브이,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2022
A15286801,구로우방,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로우방,서울특별시 구로구 구로동 642-46 구로우방,서울특별시 구로구 구일로 154-17,분양,중앙난방,위탁관리,복도식,30119.0,29385.92,21732.75,2,256,0,256,0,0,1993-09-22,15,2,우방,우방,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1993
A15283809,구로우성,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로우성,서울특별시 구로구 구로동 23 구로우성,서울특별시 구로구 공원로6가길 67,분양,개별난방,자치관리,혼합식,32929.06,32473.31,25618.04,3,344,1,104,239,0,1985-06-28,15,0,우성건설,우원건축연구소,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1985
A15205103,구로우성(1동),서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로우성(1동),서울특별시 구로구 구로동 1058 구로우성(1동),서울특별시 구로구 구일로8길 31,분양,개별난방,위탁관리,계단식,32729.0,31825.828,22372.32,3,296,104,192,0,0,1995-11-16,18,1,우성건설,구로연합주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1995
A15286602,구로월드,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로월드,서울특별시 구로구 구로동 1262 구로월드,서울특별시 구로구 구로중앙로 229,분양,개별난방,위탁관리,혼합식,25499.0,18532.584,13426.56,2,189,105,84,0,0,1998-12-24,21,0,월드건설주식회사,월드건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A15288002,구로이화우성,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로이화우성,서울특별시 구로구 구로동 1260 구로이화우성,서울특별시 구로구 도림로22길 8,분양,개별난방,위탁관리,혼합식,64609.15,52836.55,40645.13,5,497,206,171,120,0,1998-07-15,23,3,우성건설,우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A15286809,구로주공,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로주공,서울특별시 구로구 구로동 685-222 구로주공,서울특별시 구로구 구일로4길 65,분양,중앙난방,위탁관리,혼합식,186670.0,186667.1,142048.02,19,2126,666,1460,0,0,1986-06-30,15,0,대한주택공사,대한주택공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1986
A15285804,구로중앙하이츠아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로중앙하이츠아파트,서울특별시 구로구 구로동 1269 구로중앙하이츠아파트,서울특별시 구로구 구로동로47길 24,분양,개별난방,위탁관리,계단식,76847.84,61417.57,45109.3815,5,597,144,453,0,0,2001-09-20,24,2,중앙건설,중앙건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A10021345,구로지웰아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로지웰아파트,서울특별시 구로구 구로동 1287- 구로지웰아파트,서울특별시 구로구 구로동로28길 42,분양,개별난방,위탁관리,계단식,16265.0,11855.614,9202.43,2,148,115,32,1,0,2011-09-30,1,0,신영건설,신영건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2011
A15286805,구로한신1차,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로한신1차,서울특별시 구로구 구로동 642-9 구로한신1차,서울특별시 구로구 구일로8길 63,분양,개별난방,자치관리,복도식,30798.771,30257.52,21895.923,2,488,488,0,0,0,1988-12-17,15,0,한신공영,한국수출공단직장연합주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1988
A15205303,구로한신휴플러스,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로한신휴플러스,서울특별시 구로구 구로동 1280 구로한신휴플러스,서울특별시 구로구 디지털로31길 120,분양,개별난방,위탁관리,혼합식,64419.0,37737.28,28411.16,7,498,456,42,0,0,2007-05-17,19,0,한신공영(주),구로제7구역주택재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2007
A15205104,구로한일유엔아이,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로한일유엔아이,서울특별시 구로구 구로동 1281 구로한일유엔아이,서울특별시 구로구 가마산로 87,분양,개별난방,위탁관리,계단식,68912.086,39354.5,39355.294,8,454,0,414,40,0,2006-06-27,22,2,한일건설,한일건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A15288004,구로현대,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로현대,서울특별시 구로구 구로동 1256 구로현대,서울특별시 구로구 디지털로 319,분양,개별난방,위탁관리,복도식,54530.266,53464.477,38961.28,5,591,264,327,0,0,1992-05-18,15,1,현대산업개발,구로3구역재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A15286802,구로현대상선,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로현대상선,서울특별시 구로구 구로동 685-147 구로현대상선,서울특별시 구로구 구일로10길 53,분양,개별난방,위탁관리,계단식,29758.22,28257.75,21836.06,2,290,0,290,0,0,1987-10-29,15,0,현대산업,현대상선 직장조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1987
A15286807,구로현대연예인,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로현대연예인,서울특별시 구로구 구로동 685-70 구로현대연예인,서울특별시 구로구 구일로4길 46,분양,중앙난방,위탁관리,혼합식,72432.0,56645.746,56658.45,6,735,135,600,0,0,1989-08-28,15,0,현대산업개발(주),연예인주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1989
A10021077,구로현대의보아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구로현대의보아파트,서울특별시 구로구 구로동 642-33 구로현대의보아파트,서울특별시 구로구 구일로8길 121,분양,개별난방,위탁관리,계단식,13268.09,13267.7,9562.07,1,116,0,116,0,0,1994-10-04,1,0,현대건설(주),현대건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1994
A15205108,구일우성아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,구일우성아파트,서울특별시 구로구 구로동 1259 구일우성아파트,서울특별시 구로구 구일로2길 60,분양,개별난방,위탁관리,혼합식,109938.0,86516.05,66439.13,10,829,382,248,199,0,1998-05-16,25,2,(주)우성건설,(주)우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A10021330,뉴홍현솔레디움아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,뉴홍현솔레디움아파트,서울특별시 구로구 구로동 1270- 뉴홍현솔레디움아파트,서울특별시 구로구 구로동로42길 77,분양,개별난방,자치관리,계단식,14631.0,11580.39,9236.31,1,109,0,109,0,0,2002-12-23,1,0,(주)홍현건설,안흥재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A10022507,다울숲아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,다울숲아파트,서울특별시 구로구 구로동 1286- 다울숲아파트,서울특별시 구로구 가마산로20다길 46,분양,,,,0.0,0.0,6653.76,1,79,0,78,1,0,2010-04-19,1,0,,,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2010
A10026989,대림아르빌아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,대림아르빌아파트,서울특별시 구로구 구로동 1273 대림아르빌아파트,서울특별시 구로구 도림천로12길 6,분양,개별난방,위탁관리,계단식,13188.0,13187.96,7765.16,1,83,0,56,27,0,2003-09-24,15,2,대림공영,대림공영,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A10021832,대림역경남아너스빌,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,대림역경남아너스빌,서울특별시 구로구 구로동 1285- 대림역경남아너스빌,서울특별시 구로구 구로중앙로8길 41-23,분양,개별난방,위탁관리,계단식,17130.0,17129.14,10472.6231,3,129,0,129,0,0,2009-05-19,15,1,경남기업,경남기업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2009
A10027493,덕영드림아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,덕영드림아파트,서울특별시 구로구 구로동 1282 덕영드림아파트,서울특별시 구로구 구로중앙로 34,분양,개별난방,자치관리,혼합식,13892.28,11474.31,7874.99,1,125,65,60,0,0,2006-12-28,15,2,덕영,덕영,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A10022110,보람쉬움아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,보람쉬움아파트,서울특별시 구로구 구로동 1271- 보람쉬움아파트,서울특별시 구로구 디지털로 318,분양,개별난방,위탁관리,계단식,14031.0,9647.024,7855.2992,2,100,12,88,0,0,2003-04-21,20,2,보람건설,보람건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A10021636,순영1차 웰라이빌,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,순영1차 웰라이빌,서울특별시 구로구 구로동 106-10 순영1차 웰라이빌,서울특별시 구로구 가마산로27길 24,분양,개별난방,위탁관리,복도식,20733.83,9090.688,6069.0,1,102,102,0,0,0,2003-11-08,1,0,순영건설,순영건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A15205508,신구로자이,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,신구로자이,서울특별시 구로구 구로동 501 신구로자이,서울특별시 구로구 구로중앙로 134,분양,개별난방,위탁관리,복도식,58498.83,39657.74,30286.92,1,299,0,160,136,3,2007-05-11,36,0,GS건설(주),에이알디홀딩스(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2007
A15283902,신구로현대,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,신구로현대,서울특별시 구로구 구로동 74-30 신구로현대,서울특별시 구로구 구로중앙로18길 68,분양,개별난방,위탁관리,복도식,40703.65,38663.01,28245.33,3,397,90,307,0,0,1988-06-17,15,0,현대산업개발,현대산업개발,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1988
A15205511,신도림롯데,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,신도림롯데,서울특별시 구로구 구로동 1263 신도림롯데,서울특별시 구로구 새말로 31,분양,개별난방,위탁관리,계단식,103231.37,80883.42,63301.64,11,718,240,328,114,36,1999-11-27,23,1,(주)롯데건설,(주)다보종합건축사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A15283801,신도림쌍용플래티넘노블,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,신도림쌍용플래티넘노블,서울특별시 구로구 구로동 46 신도림쌍용플래티넘노블,서울특별시 구로구 공원로 40,분양,개별난방,위탁관리,계단식,44166.64,19471.068,17884.9,2,155,0,0,155,0,2006-11-30,32,4,남광토건(주),목원엔지리어링,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A15270501,신도림일신건영아파트,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,신도림일신건영아파트,서울특별시 구로구 구로동 1261 신도림일신건영아파트,서울특별시 구로구 새말로9길 22,분양,개별난방,자치관리,계단식,15229.34,11920.69,8992.35,1,124,61,63,0,0,1998-07-28,21,2,일신건영(주),일신건영(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A15205513,신도림태영타운,서울특별시,구로구,구로동,,1153010200,K-APT,2026-07-19T10:00:33+09:00,신도림태영타운,서울특별시 구로구 구로동 1267 신도림태영타운,서울특별시 구로구 새말로 93,분양,중앙난방,위탁관리,계단식,198579.52,144800.9,113759.0,13,1252,270,688,208,86,2000-12-22,27,2,(주)태영,(주)태영,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
