apartment_id,apartment_name,cohort_role,search_month,month_start_date,year,month,cost_category,cost_category_name_ko,cost_amount_krw,collection_status,data_quality_status,is_observed,is_negative_amount,expected_component_count,observed_component_count,source_key_match,source_system,operation,collected_at_kst,household_count,management_area_m2,feature_usable,feature_reliable,per_household_available,per_m2_available,cost_per_household_krw,cost_per_management_m2_krw,source_quality_weight
A15784601,마곡현대아파트,TARGET,202604,2026-04-01,2026,4,guard,경비비,9588960.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:22+09:00,202.0,20234.98,True,True,True,True,47470.09900990099,473.88037942216897,1.0
A15784601,마곡현대아파트,TARGET,202604,2026-04-01,2026,4,elevator,승강기유지비,462000.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:23+09:00,202.0,20234.98,True,True,True,True,2287.128712871287,22.831749771929598,1.0
A15784601,마곡현대아파트,TARGET,202604,2026-04-01,2026,4,repairs,수선비,599090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:23+09:00,202.0,20234.98,True,True,True,True,2965.792079207921,29.6066514520894,1.0
A15784601,마곡현대아파트,TARGET,202604,2026-04-01,2026,4,facility,시설유지비,1057090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpFacilityMntncCostInfoV2,2026-07-20T09:11:24+09:00,202.0,20234.98,True,True,True,True,5233.118811881188,52.24072373681615,1.0
A15784601,마곡현대아파트,TARGET,202605,2026-05-01,2026,5,labor,인건비,6832660.0,SUCCESS,OBSERVED,True,False,9,9,True,K-APT_COMMON_COST_V2,getHsmpLaborCostInfoV2,2026-07-20T09:11:25+09:00,202.0,20234.98,True,True,True,True,33825.0495049505,337.66576492786254,1.0
A15784601,마곡현대아파트,TARGET,202605,2026-05-01,2026,5,cleaning,청소비,2975400.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:26+09:00,202.0,20234.98,True,True,True,True,14729.70297029703,147.04239885584272,1.0
A15784601,마곡현대아파트,TARGET,202605,2026-05-01,2026,5,guard,경비비,9588960.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:27+09:00,202.0,20234.98,True,True,True,True,47470.09900990099,473.88037942216897,1.0
A15784601,마곡현대아파트,TARGET,202605,2026-05-01,2026,5,elevator,승강기유지비,462000.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:27+09:00,202.0,20234.98,True,True,True,True,2287.128712871287,22.831749771929598,1.0
A15784601,마곡현대아파트,TARGET,202605,2026-05-01,2026,5,repairs,수선비,494090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:28+09:00,202.0,20234.98,True,True,True,True,2445.990099009901,24.417617413014494,1.0
A15784601,마곡현대아파트,TARGET,202605,2026-05-01,2026,5,facility,시설유지비,997090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpFacilityMntncCostInfoV2,2026-07-20T09:11:29+09:00,202.0,20234.98,True,True,True,True,4936.089108910891,49.275561428773344,1.0
A15784601,마곡현대아파트,TARGET,202606,2026-06-01,2026,6,labor,인건비,,SUCCESS,MISSING_AMOUNT,False,False,9,0,True,K-APT_COMMON_COST_V2,getHsmpLaborCostInfoV2,2026-07-20T09:11:31+09:00,202.0,20234.98,False,False,False,False,,,0.0
A15784601,마곡현대아파트,TARGET,202606,2026-06-01,2026,6,cleaning,청소비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:31+09:00,202.0,20234.98,False,False,False,False,,,0.0
A15784601,마곡현대아파트,TARGET,202606,2026-06-01,2026,6,guard,경비비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:32+09:00,202.0,20234.98,False,False,False,False,,,0.0
A15784601,마곡현대아파트,TARGET,202606,2026-06-01,2026,6,elevator,승강기유지비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:34+09:00,202.0,20234.98,False,False,False,False,,,0.0
A15784601,마곡현대아파트,TARGET,202606,2026-06-01,2026,6,repairs,수선비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:38+09:00,202.0,20234.98,False,False,False,False,,,0.0
A15784601,마곡현대아파트,TARGET,202606,2026-06-01,2026,6,facility,시설유지비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpFacilityMntncCostInfoV2,2026-07-20T09:11:38+09:00,202.0,20234.98,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202507,2025-07-01,2025,7,labor,인건비,,SUCCESS,MISSING_AMOUNT,False,False,9,0,True,K-APT_COMMON_COST_V2,getHsmpLaborCostInfoV2,2026-07-20T09:11:38+09:00,206.0,19519.58,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202507,2025-07-01,2025,7,cleaning,청소비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:41+09:00,206.0,19519.58,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202507,2025-07-01,2025,7,guard,경비비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:42+09:00,206.0,19519.58,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202507,2025-07-01,2025,7,elevator,승강기유지비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:42+09:00,206.0,19519.58,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202507,2025-07-01,2025,7,repairs,수선비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:45+09:00,206.0,19519.58,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202507,2025-07-01,2025,7,facility,시설유지비,,SUCCESS,MISSING_AMOUNT,False,False,1,0,True,K-APT_COMMON_COST_V2,getHsmpFacilityMntncCostInfoV2,2026-07-20T09:11:48+09:00,206.0,19519.58,False,False,False,False,,,0.0
A15785703,마곡한숲대림아파트,PEER,202508,2025-08-01,2025,8,labor,인건비,10017640.0,SUCCESS,OBSERVED,True,False,9,9,True,K-APT_COMMON_COST_V2,getHsmpLaborCostInfoV2,2026-07-20T09:11:48+09:00,206.0,19519.58,True,True,True,True,48629.320388349515,513.2098129160565,1.0
A15785703,마곡한숲대림아파트,PEER,202508,2025-08-01,2025,8,cleaning,청소비,3410240.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:49+09:00,206.0,19519.58,True,True,True,True,16554.563106796115,174.7086771334219,1.0
A15785703,마곡한숲대림아파트,PEER,202508,2025-08-01,2025,8,guard,경비비,5579220.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:49+09:00,206.0,19519.58,True,True,True,True,27083.59223300971,285.82684668420114,1.0
A15785703,마곡한숲대림아파트,PEER,202508,2025-08-01,2025,8,elevator,승강기유지비,0.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:49+09:00,206.0,19519.58,True,True,True,True,0.0,0.0,1.0
A15785703,마곡한숲대림아파트,PEER,202508,2025-08-01,2025,8,repairs,수선비,778250.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:51+09:00,206.0,19519.58,True,True,True,True,3777.9126213592235,39.87022261749484,1.0
